# x0 x1 x2 x3 y
-0.036127 1.525000 -1.408900 -0.761210 1.000000
1.762000 4.368200 2.138400 0.754290 -1.000000
1.345100 0.235890 -1.878500 1.325800 1.000000
1.447900 -4.879400 8.342800 -2.108600 -1.000000
2.805000 0.577320 1.342400 1.213300 -1.000000
2.549000 6.149900 -1.160500 -1.237100 -1.000000
5.504000 10.367100 -4.413000 -4.021100 -1.000000
-0.786900 9.566300 -3.786700 -7.503400 -1.000000
1.060700 2.454200 2.518800 -0.170270 -1.000000
-0.718680 -5.715400 3.829800 1.023300 1.000000
2.250400 3.575700 0.352730 0.283600 -1.000000
5.782300 5.578800 -2.408900 -0.056479 -1.000000
3.864400 3.706100 0.704030 0.352140 -1.000000
0.045304 6.733400 1.070800 -0.933200 -1.000000
-0.408040 0.542140 -0.527250 0.658600 1.000000
6.091900 2.967300 -1.326700 1.455100 -1.000000
-1.838700 -6.301000 5.650600 0.195670 1.000000
-2.250100 3.312900 -0.883690 -2.897400 1.000000
2.292800 9.038600 -3.241700 -1.299100 -1.000000
3.480500 9.700800 -3.754100 -3.437900 -1.000000
1.679900 4.206800 -4.539800 -2.393100 1.000000
2.096200 2.476900 1.937900 -0.040962 -1.000000
4.545900 8.167400 -2.458600 -1.462100 -1.000000
-5.480800 8.181900 0.278180 -5.032300 1.000000
0.774450 9.055200 -2.408900 -1.388400 -1.000000
0.771240 9.086200 -1.228100 -1.499600 -1.000000
2.254600 8.099200 -0.248770 -3.269800 -1.000000
0.040498 8.523400 1.446100 -3.930600 -1.000000
-3.774700 2.516200 0.833410 -0.309930 1.000000
3.137700 -4.109600 4.570100 0.989630 -1.000000
0.502250 0.653880 -1.179300 0.399980 1.000000
1.926500 7.755700 -0.168230 -3.077100 -1.000000
-1.617600 1.092600 -0.355020 -0.599580 1.000000
-1.734400 2.017500 7.761800 0.935320 -1.000000
2.974200 8.960000 -2.902400 -1.037900 -1.000000
-2.314200 -0.684940 1.983300 -0.448290 1.000000
-2.484000 12.161100 2.820400 -3.741800 -1.000000
-0.363720 3.043900 -3.481600 -2.783600 1.000000
1.167600 9.156600 -2.086700 -0.806470 -1.000000
-4.377300 -5.516700 10.939000 -0.408200 1.000000
-3.020100 -0.672530 2.705600 0.857740 1.000000
1.226200 0.895990 5.756800 -0.115960 -1.000000
-0.698790 -3.377100 4.121100 1.504300 1.000000
-1.185900 -1.251900 2.263500 0.772390 1.000000
3.404000 8.726100 -2.991500 -0.572420 -1.000000
-2.566500 -6.882400 7.541600 0.707740 1.000000
-5.385700 9.121400 -0.419290 -5.918100 1.000000
1.164000 3.913000 -4.554400 -3.867200 1.000000
-5.441400 7.236300 0.109380 -7.564200 1.000000
3.977200 0.335210 2.256600 2.162500 -1.000000
1.457800 -0.084850 4.178500 0.591360 -1.000000
3.489300 6.690000 -1.204200 -0.387510 -1.000000
-4.946200 3.571600 0.827420 -1.495700 1.000000
0.523740 3.644000 -4.074600 -1.990900 1.000000
-0.917180 9.988400 1.180400 -5.226300 -1.000000
-0.714940 -4.444800 2.224100 0.498260 1.000000
-1.393100 1.566400 7.538200 0.784030 -1.000000
-1.361200 10.694000 1.702200 -2.902600 -1.000000
1.535600 9.177200 -2.271800 -0.735350 -1.000000
-3.969800 3.681200 -0.600080 -4.013300 1.000000
4.643900 -3.372900 2.597600 0.552570 -1.000000
-1.587700 -6.607200 5.802200 0.315930 1.000000
-2.733800 0.455230 2.439100 0.217660 1.000000
-0.362790 8.289500 -1.921300 -3.333200 -1.000000
-0.786890 9.566300 -3.786700 -7.503400 -1.000000
2.803300 9.086200 -3.366800 -1.022400 -1.000000
0.333250 3.310800 -4.508100 -4.012000 1.000000
0.855740 0.008268 6.604200 -0.531040 -1.000000
-0.474650 -4.349600 1.990100 0.751700 1.000000
2.823200 10.851300 -3.146600 -3.978400 -1.000000
2.671800 5.657400 0.729740 -1.489200 -1.000000
-0.236100 9.322100 2.130700 -4.379300 -1.000000
-1.388700 -4.877300 6.477400 0.341790 1.000000
1.208000 4.074400 -4.763500 -2.612900 1.000000
0.496650 5.527000 1.778500 -0.471560 -1.000000
2.452700 2.965300 0.200210 -0.056479 -1.000000
5.418800 10.145700 -4.084000 -3.699100 -1.000000
4.306400 8.206800 -2.782400 -1.433600 -1.000000
1.725700 -4.469700 8.221900 -1.807300 -1.000000
-1.966700 11.805200 -0.404720 -7.871900 -1.000000
4.171100 8.722000 -3.022400 -0.596990 -1.000000
2.306600 3.536400 0.575510 0.419380 -1.000000
1.019400 1.102900 -2.300000 0.593950 1.000000
2.091100 0.943580 4.551200 1.234000 -1.000000
4.119500 10.925800 -3.892900 -4.180200 -1.000000
-1.480000 -10.524400 9.917600 -0.502600 1.000000
2.621300 5.791900 0.065686 -1.575900 -1.000000
3.395100 1.148400 2.140100 2.086200 -1.000000
5.627200 10.085700 -4.293100 -3.814200 -1.000000
-1.862900 -0.848410 2.537700 0.097399 1.000000
0.143290 -1.088500 1.003900 0.487910 1.000000
4.635200 -3.008700 2.677300 1.212000 -1.000000
3.258500 -4.461400 3.802400 -0.150870 -1.000000
2.558100 2.621800 1.851300 0.402570 -1.000000
2.422600 -4.575200 5.947000 0.215070 -1.000000
1.547800 9.181400 -1.632600 -1.737500 -1.000000
2.563500 6.776900 -0.619790 0.385760 -1.000000
3.203200 5.758800 -0.753450 -0.612510 -1.000000
1.143000 0.833910 5.455200 -0.569840 -1.000000
-2.436500 3.602600 -1.416600 -2.894800 1.000000
1.063700 3.695700 -4.159400 -1.937900 1.000000
4.021500 -2.700400 2.495700 0.366360 -1.000000
-1.257600 1.589200 7.007800 0.424550 -1.000000
-0.382140 8.390900 2.162400 -3.740500 -1.000000
0.469010 -0.633210 7.384800 0.365070 -1.000000
-1.462800 -1.570600 2.435700 0.498260 1.000000
-1.710100 -8.790300 7.973500 -0.454750 1.000000
3.624400 1.460900 1.350100 1.928400 -1.000000
-2.708300 -6.826600 7.533900 0.590070 1.000000
0.295200 4.885600 -5.149000 -6.232300 1.000000
2.565000 8.633000 -2.994100 -1.308200 -1.000000
0.379800 0.709800 0.757200 -0.444400 -1.000000
-3.598500 -13.659300 17.605200 -2.492700 1.000000
-3.345800 -0.504910 2.632800 0.537050 1.000000
2.146400 6.079500 -0.577800 -2.230200 -1.000000
-2.267700 3.296400 -2.256300 -2.464200 1.000000
-2.882900 3.896400 -0.188800 -1.167200 1.000000
3.477600 8.811000 -3.188600 -0.922850 -1.000000
0.003120 -4.006100 1.795600 0.917220 1.000000
4.890600 -3.358400 3.420200 1.090500 -1.000000
5.608400 10.300900 -4.800300 -4.353400 -1.000000
-2.336100 11.960400 3.083500 -5.443500 -1.000000
1.745200 4.802800 2.087800 0.626270 -1.000000
3.435900 0.662160 2.104100 1.892200 -1.000000
-0.161080 -6.462400 8.357300 -1.521600 -1.000000
-3.605300 -5.974000 10.091600 -0.828460 1.000000
-0.959230 0.091039 6.220400 -1.482800 -1.000000
-1.341400 -1.916200 -0.155380 -0.119840 1.000000
-2.180200 3.379100 -1.225600 -2.662100 1.000000
-0.023579 7.174200 0.784570 -0.757340 -1.000000
1.158800 8.933100 -2.080700 -1.127200 -1.000000
1.164400 3.809500 -4.940800 -4.090900 1.000000
-4.504600 -5.812600 10.886700 -0.528460 1.000000
1.590400 2.212100 -3.118300 -0.117250 1.000000
4.052400 5.680200 -1.969300 0.026279 -1.000000
1.964700 6.938300 0.577220 0.663770 -1.000000
3.482000 -4.163400 3.500800 -0.078462 -1.000000
-2.327700 1.438100 -0.821140 -1.286200 1.000000
3.154100 -5.171100 6.599100 0.574550 -1.000000
3.670200 2.994200 0.851410 0.306880 -1.000000
-1.390700 -1.378100 2.305500 -0.021566 1.000000
0.744280 -3.772300 1.613100 1.575400 1.000000
4.792600 1.707100 -0.051701 1.492600 -1.000000
-1.843900 -8.647500 7.679600 -0.666820 1.000000
-1.747900 -5.823000 5.869900 1.212000 1.000000
0.574610 10.110500 -1.691700 -4.392200 -1.000000
-2.165200 3.021100 -2.413200 -2.424100 1.000000
0.487970 3.567400 -4.388200 -3.811600 1.000000
-4.366700 6.069200 0.572080 -5.466800 1.000000
-1.294300 2.673500 -0.840850 -2.032300 1.000000
-0.408570 3.097700 -2.960700 -2.689200 1.000000
-1.522800 -6.478900 5.756800 0.873250 1.000000
-0.278000 8.188100 -3.133800 -2.527600 -1.000000
3.702200 6.994200 -1.851100 -0.128890 -1.000000
-2.591200 -0.105540 1.279800 1.041400 1.000000
-0.492810 3.060500 -1.835600 -2.834000 1.000000
-4.233300 4.916600 -0.492120 -5.320700 1.000000
3.943300 2.501700 1.521500 0.903000 -1.000000
1.227900 4.030900 -4.643500 -3.912500 1.000000
3.512700 2.907300 1.057900 0.407740 -1.000000
0.663650 -0.045533 -0.187940 0.234470 1.000000
-2.341000 12.378400 0.704030 -7.583600 -1.000000
3.270400 6.932100 -1.045600 0.234470 -1.000000
-2.913800 -9.471100 9.766800 -0.602160 1.000000
-2.166800 1.593300 0.045122 -1.678000 1.000000
1.581000 0.869090 -2.313800 0.824120 1.000000
1.634900 3.286000 2.875300 0.087054 -1.000000
-0.394160 -0.020702 -0.066267 -0.446990 1.000000
0.329200 -4.455200 4.571800 -0.988800 -1.000000
4.384800 -3.072900 3.042300 1.274100 -1.000000
2.316400 -2.628000 3.152900 -0.086220 -1.000000
1.299900 2.576200 2.010700 -0.189670 -1.000000
-0.466510 2.338300 -2.981200 -1.043100 1.000000
2.765900 0.662160 4.149400 -0.284060 -1.000000
2.826100 9.400700 -3.303400 -1.050900 -1.000000
-3.959400 4.028900 -0.358450 -3.895700 1.000000
2.856100 6.917600 -0.793720 0.484030 -1.000000
-2.028500 3.846800 -0.634350 -1.175000 1.000000
-2.351800 -4.835900 6.647900 -0.060358 1.000000
0.163580 -3.358400 1.374900 1.356900 1.000000
0.329200 -4.455200 4.571800 -0.988800 -1.000000
2.969500 5.622200 0.275610 -1.155600 -1.000000
2.646300 -4.815200 6.354900 0.003003 -1.000000
4.052000 -0.165550 0.453830 0.512480 -1.000000
0.967880 7.190700 1.279800 -2.456500 -1.000000
4.934200 2.410700 -0.175940 1.624500 -1.000000
-1.397100 3.319100 -1.392700 -1.994800 1.000000
5.121300 8.556500 -3.391700 -1.547400 -1.000000
0.322300 -0.898080 8.088300 0.692220 -1.000000
-3.142300 -13.036500 15.677300 -0.661650 1.000000
-5.490100 9.104800 -0.387580 -5.976300 1.000000
-1.266700 2.818300 -2.426000 -1.886200 1.000000
1.375400 8.879300 -1.913600 -0.537510 -1.000000
1.427600 8.384700 -2.099500 -1.967700 -1.000000
0.519500 -3.263300 3.089500 -0.984900 -1.000000
-1.858400 7.886000 -1.664300 -1.838400 -1.000000
0.242610 0.573180 -1.940200 0.440070 1.000000
0.598230 3.501200 -3.979500 -1.784100 1.000000
3.952900 -2.354800 2.379200 0.482740 -1.000000
-2.379700 -1.440200 1.127300 0.160760 1.000000
1.224700 8.777900 -2.213500 -0.806470 -1.000000
-1.544900 -10.149800 9.615200 -1.233200 1.000000
-2.262500 -0.099335 2.812700 0.486620 1.000000
4.223000 1.131900 0.722020 0.961180 -1.000000
0.007125 8.366100 0.507810 -3.815500 -1.000000
1.823800 -6.774800 8.387300 -0.541390 -1.000000
-6.738700 6.987900 0.678330 -7.588700 1.000000
0.473680 3.360500 -4.506400 -4.043100 1.000000
5.402100 3.103900 -1.153600 1.565100 -1.000000
-2.286000 -5.448400 5.803900 0.882310 1.000000
3.063200 -3.331500 5.130500 0.826700 -1.000000
2.656200 10.704400 -3.308500 -4.076700 -1.000000
-4.140900 3.461900 -0.478410 -3.887900 1.000000
3.384800 3.267400 0.909670 0.251280 -1.000000
1.311400 4.546200 2.293500 0.225410 -1.000000
3.515200 6.822400 -0.673770 -0.468980 -1.000000
5.722700 5.831200 -2.409700 -0.245270 -1.000000
2.973600 8.794400 -3.635900 -1.375400 -1.000000
2.664800 10.754000 -3.399400 -4.168500 -1.000000
-3.757300 -8.291600 10.303200 0.380590 1.000000
3.732100 -3.884000 3.357700 -0.006049 -1.000000
-1.507800 -7.319100 7.898100 1.228900 1.000000
2.175200 -0.809100 5.102200 -0.679750 -1.000000
-3.993300 2.621800 0.628630 -1.159500 1.000000
-3.079900 0.608360 2.703900 -0.237510 1.000000
0.888720 5.344900 2.045000 -0.193550 -1.000000
-3.696100 -13.677900 17.579500 -2.618100 1.000000
3.838400 6.185100 -2.043900 -0.033204 -1.000000
-1.478100 0.142770 -1.162200 -0.485790 1.000000
-5.047700 -5.802300 11.244000 -0.390100 1.000000
-0.913180 -2.011300 -0.195650 0.066365 1.000000
-1.417400 -2.253500 1.518000 0.619810 1.000000
-1.573200 1.063600 -0.712320 -0.838800 1.000000
0.745210 3.635700 -4.404400 -4.141400 1.000000
4.924900 0.689060 0.773440 1.209500 -1.000000
-2.322100 -9.330400 9.233000 -0.798710 1.000000
5.130200 8.670300 -2.891300 -1.508600 -1.000000
4.676500 -3.389500 3.489600 1.477100 -1.000000
-4.401800 -12.937100 15.655900 -1.680600 1.000000
0.110320 1.974100 -3.366800 -0.652590 1.000000
-1.396800 -9.669800 9.465200 -0.348720 1.000000
-2.089100 -0.484220 1.704000 1.743500 1.000000
0.661910 9.659400 -0.288190 -1.663800 -1.000000
3.757000 -5.423600 3.825500 -1.252600 -1.000000
-6.577300 6.801700 0.854830 -7.534400 1.000000
1.831400 6.367200 -0.036278 0.049554 -1.000000
3.966300 10.168400 -4.113100 -4.605600 -1.000000
3.339700 -4.614500 3.982300 -0.237510 -1.000000
-6.163200 8.709600 -0.216210 -3.634500 1.000000
2.888000 0.446960 4.590700 -0.243980 -1.000000
-2.541900 -0.658040 2.684200 1.195200 1.000000
-1.300000 10.267800 -2.953000 -5.863800 -1.000000
5.177600 8.231600 -3.251100 -1.569400 -1.000000
-2.411500 -9.135900 9.344400 -0.652590 1.000000
-0.772880 -7.447300 6.492000 0.361190 1.000000
4.192700 -3.267400 2.583900 0.217660 -1.000000
-2.133300 1.568500 -0.084261 -1.745300 1.000000
-0.206200 9.220700 -3.704400 -6.810300 -1.000000
5.018500 8.597800 -2.937500 -1.281000 -1.000000
4.343500 3.329500 0.835980 0.649550 -1.000000
-2.033600 -1.409200 1.158200 0.365070 1.000000
-4.285900 8.523400 3.139200 -0.916390 -1.000000
-0.550080 2.865900 -1.648800 -2.431900 1.000000
4.152900 -3.935800 2.863300 -0.017686 -1.000000
0.395590 6.886600 1.058800 -0.675870 -1.000000
0.118060 0.391080 -0.982230 0.428430 1.000000
0.573400 9.193800 -0.909400 -1.872000 -1.000000
3.666700 4.302000 0.559230 0.337910 -1.000000
5.029700 -4.970400 3.502500 -0.237510 -1.000000
-1.490400 -2.218300 1.605400 0.893940 1.000000
-3.360400 -0.326960 2.132400 0.601700 1.000000
2.569800 -4.407600 5.985600 0.078002 -1.000000
4.218800 6.816200 -1.280400 0.760760 -1.000000
-0.048008 -0.560780 7.721500 0.453000 -1.000000
1.013500 8.455100 -1.672000 -2.081500 -1.000000
2.691700 10.816100 -3.300000 -4.288800 -1.000000
-5.903400 6.567900 0.676610 -6.679700 1.000000
4.988000 7.205200 -3.284600 -1.160800 -1.000000
-2.552600 -7.362500 6.925500 -0.668110 1.000000
-2.324200 11.517600 1.823100 -5.375000 -1.000000
2.367800 -6.839000 8.420700 -0.448290 -1.000000
0.845460 3.482600 -3.630700 -1.396100 1.000000
5.391500 9.994600 -3.808100 -3.364200 -1.000000
-1.437700 -1.432000 2.114400 0.420670 1.000000
-0.894090 3.199100 -1.821900 -2.945200 1.000000
6.824800 5.218700 -2.542500 0.546100 -1.000000
-1.457200 9.121400 1.742500 -5.124100 -1.000000
-4.078600 2.923900 0.870260 -0.653890 1.000000
-0.907840 -7.902600 6.780700 0.341790 1.000000
0.681800 4.850400 -5.213300 -6.104300 1.000000
0.678860 4.119900 -4.569000 -4.141400 1.000000
2.671900 3.064600 0.371580 0.586190 -1.000000
-0.767940 3.459800 -3.440500 -3.427600 1.000000
1.147200 3.598500 1.938700 -0.434060 -1.000000
-3.885800 -12.846100 12.795700 -3.135300 1.000000
-3.805300 2.427300 0.680900 -1.087100 1.000000
0.942250 5.856100 1.876200 -0.325440 -1.000000
-0.119960 6.874100 0.919950 -0.669400 -1.000000
0.519500 -3.263300 3.089500 -0.984900 -1.000000
1.308700 4.922800 2.001300 0.220240 -1.000000
-2.456000 -0.244180 1.404100 -0.458630 1.000000
4.096200 10.189100 -3.932300 -4.182700 -1.000000
-1.897400 3.507400 -1.784200 -3.849100 1.000000
-2.075400 1.276700 -0.642060 -1.264200 1.000000
1.859200 3.207400 -0.159660 -0.262080 -1.000000
2.161600 -6.880400 8.151700 -0.081048 -1.000000
-2.564000 -1.705100 1.502600 0.327570 1.000000
-2.790800 -5.713300 5.953000 0.459460 1.000000
-2.472500 -0.401450 1.485500 1.118900 1.000000
4.145400 7.257000 -1.915300 -0.860780 -1.000000
2.820900 7.310800 -0.818570 -1.878400 -1.000000
2.942100 7.410100 -0.977090 -0.884060 -1.000000
0.224320 -0.521470 -0.403860 1.201700 1.000000
0.508130 0.477990 -1.980400 0.577140 1.000000
4.707200 8.295700 -2.560500 -1.490500 -1.000000
2.467300 1.392600 1.712500 0.414210 -1.000000
-2.668500 -10.451900 9.113900 -1.732300 1.000000
0.214310 -0.695290 0.877110 0.296530 1.000000
-1.666200 -0.300050 1.423800 0.024986 1.000000
-2.546300 3.110100 -0.832280 -3.035800 1.000000
3.583000 -3.797100 3.439100 -0.125010 -1.000000
-1.525200 -6.253400 5.352400 0.599120 1.000000
4.468200 2.290700 0.957660 0.830580 -1.000000
-0.398160 5.978100 1.391200 -1.162100 -1.000000
3.849600 9.793900 -4.150800 -4.458200 -1.000000
0.049175 6.143700 1.782800 -0.721130 -1.000000
0.017270 8.693000 1.398900 -3.966800 -1.000000
-1.710400 -4.778000 6.210900 0.397400 1.000000
-2.495300 11.147200 1.935300 -3.463800 -1.000000
-0.778480 3.401900 -3.485900 -3.556900 1.000000
-5.030100 7.503200 -0.133960 -7.503400 1.000000
3.189600 5.752600 -0.185370 -0.300870 -1.000000
-1.444600 2.143800 -0.472410 -1.667700 1.000000
-2.123400 1.181500 -0.555520 -0.811650 1.000000
1.837300 6.129200 0.840270 0.552570 -1.000000
-2.291800 -7.257000 7.959700 0.921100 1.000000
-0.820530 0.651810 -0.488690 -0.527160 1.000000
-2.121000 -0.055880 1.949000 1.353000 1.000000
4.119700 -2.795600 2.070700 0.674120 -1.000000
-2.044100 1.227100 0.185640 -1.091000 1.000000
3.033300 -2.592800 2.318300 0.303000 -1.000000
-3.086600 -6.636200 10.540500 -0.891820 1.000000
4.094800 -2.967400 2.368900 0.754290 -1.000000
4.649900 7.633600 -1.942700 -0.374580 -1.000000
-1.388500 12.502600 0.691180 -7.548700 -1.000000
2.108000 6.795500 -0.170800 0.490500 -1.000000
-2.314700 3.666800 -0.696900 -1.247400 1.000000
1.162000 10.292600 -1.282100 -4.039200 -1.000000
4.836800 10.013200 -4.323900 -4.327600 -1.000000
2.506800 1.158800 3.924900 0.125850 -1.000000
3.155700 2.890800 0.596930 0.798250 -1.000000
2.660600 3.168100 1.961900 0.186620 -1.000000
1.853300 6.145800 1.017600 -2.040100 -1.000000
3.866000 -2.638300 1.924200 0.106450 -1.000000
0.589820 7.426600 1.235300 -2.959500 -1.000000
0.025013 3.399800 -4.432700 -4.265500 1.000000
0.964140 5.616000 2.213800 -0.125010 -1.000000
2.720600 9.082100 -3.311100 -0.968110 -1.000000
-4.224900 6.269900 0.158220 -5.545700 1.000000
-0.695720 8.616500 1.841900 -4.328900 -1.000000
-0.935870 -5.100800 4.536700 1.386600 1.000000
-3.205100 -0.142790 0.975650 0.045675 1.000000
2.985600 7.267300 -0.409000 -2.243100 -1.000000
2.031000 1.852000 -3.012100 0.003003 1.000000
-2.248200 3.091500 -2.396900 -2.671100 1.000000
-2.909800 -10.071200 8.415600 -1.994800 1.000000
5.021400 8.076400 -3.051500 -1.715500 -1.000000
-4.477500 -13.030300 17.083400 -3.034500 1.000000
1.261600 4.430300 -1.333500 -1.751700 -1.000000
-2.899000 -0.604240 2.604500 1.377600 1.000000
0.895660 7.776300 -2.747300 -1.935300 -1.000000
2.395200 9.508300 -3.178300 -3.008600 -1.000000
0.956260 2.472800 4.457800 0.216360 -1.000000
-2.799000 1.967900 -0.423570 -2.112500 1.000000
3.576100 9.775300 -3.979500 -3.463800 -1.000000
3.992200 -4.467600 3.730400 -0.109500 -1.000000
-0.499480 1.773400 -2.246900 -0.681040 1.000000
-3.098600 -10.460200 8.971700 -2.342700 1.000000
5.740300 -0.442840 0.380150 1.376300 -1.000000
-0.632980 -5.127700 4.562400 1.479700 1.000000
-2.197900 -2.125200 1.715100 0.451710 1.000000
3.528800 0.715960 1.950700 1.937500 -1.000000
-1.996600 -9.500100 9.682000 -0.128890 1.000000
