seq_id	ref_donor_upstream	ref_acceptor_downstream	target_coordinates	exon_group	CELF1	DAZAP1	FMR1	FUS	HNRNPA1	HNRNPA2B1	HNRNPC	HNRNPF	HNRNPH1	HNRNPK	HNRNPL	HNRNPLL	HNRNPM	HNRNPU	KHDRBS1	KHSRP	MATR3	NONO	PCBP1	PCBP2	PTBP1	QKI	RBFOX2	RBM5	SART3	SF1	SFPQ	SNRNP70	SRSF1	SRSF3	SRSF5	SRSF7	SRSF9	TARDBP	TIA1	TRA2A	U2AF2	ZRANB2	average_cassette_strength
chrX:51897814-51898943(+)_ENST00000326587	0.9951761364936828	0.9611772298812866	chrX:51898285-51898327	CTRL	0.0008857395925597874	0.0	0.0	0.0	0.005314437555358724	0.0	0.0	0.03720106288751107	0.03100088573959256	0.02745792736935341	0.0	0.0	0.0	0.0	0.0	0.0044286979627989375	0.0	0.0	0.0	0.0	0.012400354295837024	0.0008857395925597874	0.0	0.0	0.0008857395925597874	0.0	0.0	0.0008857395925597874	0.005314437555358724	0.008857395925597875	0.002657218777679362	0.0	0.006200177147918512	0.0	0.002657218777679362	0.0	0.0008857395925597874	0.0	0.937974363565445
chr19:36114039-36115175(-)_ENST00000221859	0.9815850257873536	0.9495730400085448	chr19:36114659-36114713	CTRL	0.0008802816901408451	0.0	0.0	0.0	0.0008802816901408451	0.0	0.0	0.016725352112676055	0.014084507042253521	0.03345070422535211	0.0	0.0	0.0	0.0	0.0	0.0035211267605633804	0.0008802816901408451	0.002640845070422535	0.0008802816901408451	0.0044014084507042256	0.00528169014084507	0.0008802816901408451	0.0	0.0017605633802816902	0.0	0.0	0.0	0.0	0.009683098591549295	0.00528169014084507	0.002640845070422535	0.0	0.008802816901408451	0.0	0.0	0.0	0.0	0.0008802816901408451	0.9874610006809235
chr3:49721665-49722810(-)_ENST00000308388	0.9331933259963988	0.9910475611686708	chr3:49722231-49722358	CTRL	0.005240174672489083	0.0	0.0	0.0	0.008733624454148471	0.0	0.0	0.03056768558951965	0.021834061135371178	0.032314410480349345	0.0	0.0	0.0	0.0	0.0	0.0069868995633187774	0.0	0.0008733624454148472	0.0017467248908296944	0.0017467248908296944	0.0034934497816593887	0.0008733624454148472	0.0	0.0017467248908296944	0.0	0.0	0.0026200873362445414	0.0	0.011353711790393014	0.007860262008733625	0.00611353711790393	0.0	0.0069868995633187774	0.0	0.0	0.0	0.0008733624454148472	0.0	0.9684035181999207
chr20:62337290-62338450(-)_ENST00000252999	0.9982981681823728	0.9533607363700868	chr20:62337804-62337938	CTRL	0.004310344827586207	0.0	0.0	0.0	0.006896551724137931	0.0	0.0	0.021551724137931036	0.015517241379310345	0.021551724137931036	0.0	0.0	0.0	0.0	0.0	0.007758620689655172	0.0008620689655172414	0.0008620689655172414	0.0008620689655172414	0.002586206896551724	0.0017241379310344827	0.0	0.0008620689655172414	0.0	0.0	0.0	0.0008620689655172414	0.0	0.0034482758620689655	0.004310344827586207	0.0017241379310344827	0.0	0.002586206896551724	0.0	0.0	0.0	0.0	0.0	0.9412117898464203
chr6:43512769-43513933(-)_ENST00000372422	0.9205347895622252	0.874618649482727	chr6:43513359-43513451	CTRL	0.00429553264604811	0.0	0.0	0.0	0.007731958762886598	0.0	0.0	0.020618556701030927	0.01632302405498282	0.028350515463917526	0.0	0.0	0.0	0.0	0.0	0.003436426116838488	0.0	0.0	0.000859106529209622	0.001718213058419244	0.010309278350515464	0.0	0.0	0.0	0.0	0.0	0.000859106529209622	0.0	0.003436426116838488	0.012027491408934709	0.001718213058419244	0.0	0.00859106529209622	0.000859106529209622	0.0	0.0	0.0	0.0	0.7519889771938324
chr19:54457634-54458821(+)_ENST00000326764	0.9995013475418092	0.9934459924697876	chr19:54458103-54458232	CTRL	0.0016849199663016006	0.0	0.0008424599831508003	0.0	0.003369839932603201	0.0	0.0	0.005054759898904802	0.005054759898904802	0.041280539174389216	0.0008424599831508003	0.0	0.0	0.0	0.0	0.0016849199663016006	0.0	0.0	0.0008424599831508003	0.006739679865206402	0.015164279696714406	0.0	0.0016849199663016006	0.0	0.0	0.0	0.0	0.0	0.005897219882055603	0.010951979780960405	0.003369839932603201	0.0008424599831508003	0.005897219882055603	0.0	0.002527379949452401	0.0	0.0016849199663016006	0.0	0.9935720264911652
chr12:57695480-57696673(+)_ENST00000315970	0.9949914813041688	0.863594651222229	chr12:57695962-57696038	CTRL	0.0	0.0	0.0	0.0	0.004191114836546521	0.002514668901927913	0.0008382229673093043	0.022632020117351215	0.022632020117351215	0.028499580888516344	0.0	0.0	0.0	0.0	0.0	0.003352891869237217	0.0	0.005029337803855826	0.0008382229673093043	0.002514668901927913	0.009220452640402346	0.0	0.0	0.0008382229673093043	0.0	0.0	0.0	0.0008382229673093043	0.008382229673093043	0.003352891869237217	0.0008382229673093043	0.0008382229673093043	0.0075440067057837385	0.0	0.0	0.0	0.0	0.0008382229673093043	0.8675016760826111
chr1:16989391-16990587(-)_ENST00000326735	0.994343638420105	0.965752899646759	chr1:16989887-16990003	CTRL	0.0008361204013377926	0.0	0.0	0.0	0.007525083612040134	0.0	0.0	0.014214046822742474	0.010033444816053512	0.05434782608695652	0.0	0.0008361204013377926	0.0	0.0	0.0	0.0033444816053511705	0.0	0.0008361204013377926	0.0	0.005852842809364548	0.006688963210702341	0.0	0.0	0.0	0.002508361204013378	0.0	0.0008361204013377926	0.0008361204013377926	0.007525083612040134	0.005016722408026756	0.002508361204013378	0.0	0.010033444816053512	0.0	0.0	0.0	0.0	0.0	0.989760786294937
chr11:720297-721506(+)_ENST00000318562	0.9988163113594056	0.9971531629562378	chr11:720830-720909	CTRL	0.0024813895781637717	0.0	0.0008271298593879239	0.0	0.008271298593879239	0.0008271298593879239	0.0	0.03556658395368073	0.034739454094292806	0.030603804797353185	0.0	0.0	0.0	0.0	0.0	0.0041356492969396195	0.0	0.0016542597187758478	0.0008271298593879239	0.0033085194375516956	0.0041356492969396195	0.0	0.0	0.0008271298593879239	0.0	0.0	0.0	0.0	0.01240694789081886	0.006617038875103391	0.0008271298593879239	0.0	0.015715467328370553	0.0	0.0	0.0	0.0	0.0	0.9860151708126068
chr14:24138045-24139262(+)_ENST00000206451	0.97691011428833	0.988614559173584	chr14:24138474-24138560	CTRL	0.0008216926869350862	0.0	0.0	0.0	0.007395234182415777	0.0	0.0	0.021364009860312245	0.01725554642563681	0.03204601479046836	0.0	0.0	0.0	0.0	0.0	0.003286770747740345	0.0	0.0008216926869350862	0.0	0.0008216926869350862	0.009860312243221035	0.0	0.0008216926869350862	0.0	0.0	0.0	0.0008216926869350862	0.0	0.009860312243221035	0.010682004930156122	0.0049301561216105174	0.0	0.00657354149548069	0.0	0.0016433853738701725	0.0	0.0024650780608052587	0.0	0.9741242229938507
chr17:44195500-44196718(-)_ENST00000454077	0.922934353351593	0.7996839880943298	chr17:44196034-44196100	CTRL	0.0024630541871921183	0.0	0.0008210180623973727	0.0	0.008210180623973728	0.0008210180623973727	0.0008210180623973727	0.04187192118226601	0.03940886699507389	0.0361247947454844	0.0008210180623973727	0.0	0.0	0.0	0.0	0.0049261083743842365	0.0	0.004105090311986864	0.0016420361247947454	0.004105090311986864	0.014778325123152709	0.0	0.0	0.0	0.0	0.0	0.0008210180623973727	0.0008210180623973727	0.005747126436781609	0.004105090311986864	0.0049261083743842365	0.0008210180623973727	0.004105090311986864	0.0	0.0016420361247947454	0.0	0.0024630541871921183	0.0	0.5496981665492058
chr9:137452253-137453480(-)_ENST00000371475	0.995303511619568	0.9701579809188844	chr9:137452736-137452819	CTRL	0.004889975550122249	0.0	0.0	0.0	0.008964955175224124	0.0008149959250203749	0.0	0.03667481662591687	0.03341483292583537	0.03830480847595762	0.0	0.0008149959250203749	0.0	0.0	0.0	0.0016299918500407497	0.0	0.0008149959250203749	0.0	0.004889975550122249	0.0032599837000814994	0.0	0.0	0.0	0.0	0.0	0.0016299918500407497	0.0	0.012224938875305624	0.007334963325183374	0.0016299918500407497	0.0008149959250203749	0.010594947025264874	0.0	0.0	0.0	0.0	0.0	0.9869493246078491
chr4:154611505-154612735(-)_ENST00000443553	0.9954023361206056	0.9750897288322448	chr4:154612018-154612167	CTRL	0.0024390243902439024	0.0	0.0	0.0	0.0024390243902439024	0.0	0.0024390243902439024	0.0032520325203252032	0.0032520325203252032	0.028455284552845527	0.0	0.0	0.0	0.0	0.0008130081300813008	0.004878048780487805	0.0	0.0008130081300813008	0.0	0.0016260162601626016	0.00975609756097561	0.0	0.0	0.0	0.0	0.0	0.0008130081300813008	0.0	0.004878048780487805	0.016260162601626018	0.0008130081300813008	0.0	0.0040650406504065045	0.0	0.0016260162601626016	0.0	0.0024390243902439024	0.0	0.6806355565786362
chr3:49684438-49685682(-)_ENST00000449682	0.8597791790962219	0.2644810378551483	chr3:49685012-49685089	CTRL	0.0008038585209003215	0.0	0.0	0.0	0.008038585209003215	0.0008038585209003215	0.0	0.021704180064308683	0.017684887459807074	0.05305466237942122	0.0	0.0008038585209003215	0.0	0.0	0.0	0.003215434083601286	0.0	0.0008038585209003215	0.0008038585209003215	0.0040192926045016075	0.006430868167202572	0.0	0.0	0.0008038585209003215	0.0	0.0	0.0008038585209003215	0.0	0.005627009646302251	0.005627009646302251	0.003215434083601286	0.0008038585209003215	0.01045016077170418	0.0	0.0	0.0	0.0	0.0008038585209003215	0.38616590201854706
chr20:3801422-3802676(+)_ENST00000245960	0.9757438898086548	0.9857479929924012	chr20:3801924-3802100	CTRL	0.001594896331738437	0.0	0.0007974481658692185	0.0	0.007974481658692184	0.0007974481658692185	0.0	0.029505582137161084	0.029505582137161084	0.03588516746411483	0.0	0.0	0.0	0.0	0.0	0.003189792663476874	0.0	0.003987240829346092	0.0023923444976076554	0.0	0.004784688995215311	0.0007974481658692185	0.0	0.0	0.0	0.0	0.0	0.0	0.008771929824561403	0.001594896331738437	0.003987240829346092	0.0	0.008771929824561403	0.0	0.0	0.0	0.0	0.0007974481658692185	0.9986639618873596
chr2:85540783-85542045(+)_ENST00000306434	0.9768195152282716	0.9989392161369324	chr2:85541255-85541377	CTRL	0.004754358161648178	0.000792393026941363	0.0	0.0	0.002377179080824089	0.000792393026941363	0.000792393026941363	0.005546751188589541	0.004754358161648178	0.015055467511885896	0.000792393026941363	0.0	0.0	0.0	0.000792393026941363	0.001584786053882726	0.000792393026941363	0.000792393026941363	0.0	0.0	0.009508716323296355	0.000792393026941363	0.0	0.0	0.0	0.0	0.0	0.0	0.014263074484944533	0.008716323296354992	0.000792393026941363	0.0	0.00792393026941363	0.0	0.002377179080824089	0.0	0.000792393026941363	0.000792393026941363	0.9906155169010162
chr20:62310119-62311394(-)_ENST00000252999	0.9949957728385924	0.979378342628479	chr20:62310665-62310829	CTRL	0.002352941176470588	0.0	0.0	0.0	0.00784313725490196	0.0	0.0	0.027450980392156862	0.022745098039215685	0.047058823529411764	0.0	0.0	0.0	0.0	0.0	0.002352941176470588	0.001568627450980392	0.0	0.0	0.005490196078431373	0.006274509803921568	0.0	0.000784313725490196	0.000784313725490196	0.0	0.0	0.000784313725490196	0.0	0.011764705882352941	0.006274509803921568	0.001568627450980392	0.0	0.007058823529411765	0.0	0.0	0.0	0.0	0.0	0.9983895421028136
chr20:62387543-62388820(+)_ENST00000343986	0.8521989583969116	0.6099359393119812	chr20:62388309-62388364	CTRL	0.0015661707126076742	0.0	0.0	0.0	0.010180109631949883	0.0007830853563038371	0.0	0.01957713390759593	0.01644479248238058	0.03445575567736883	0.0	0.0	0.0	0.0	0.0	0.0015661707126076742	0.0	0.0	0.0007830853563038371	0.0007830853563038371	0.003915426781519186	0.0	0.0	0.0	0.0	0.0	0.0015661707126076742	0.0	0.007830853563038372	0.006264682850430697	0.0015661707126076742	0.0007830853563038371	0.007830853563038372	0.0	0.0015661707126076742	0.0	0.0007830853563038371	0.0	0.6058753728866577
chr10:119581622-119582908(-)_ENST00000369093	0.9943264126777648	0.976113498210907	chr10:119582169-119582223	CTRL	0.0023328149300155523	0.0	0.0	0.0	0.003110419906687403	0.0	0.0007776049766718507	0.008553654743390357	0.006220839813374806	0.013219284603421462	0.0	0.0	0.0	0.0	0.0	0.008553654743390357	0.0	0.0	0.0	0.0	0.00933125972006221	0.0007776049766718507	0.0007776049766718507	0.0	0.0023328149300155523	0.0	0.0015552099533437014	0.0	0.003110419906687403	0.01088646967340591	0.0	0.0	0.006220839813374806	0.0	0.0023328149300155523	0.0	0.003110419906687403	0.0007776049766718507	0.989592045545578
chr9:136791044-136792330(+)_ENST00000290079	0.9798051714897156	0.848565936088562	chr9:136791711-136791777	CTRL	0.0015552099533437014	0.0	0.0007776049766718507	0.0	0.004665629860031105	0.0	0.0	0.03421461897356143	0.029548989113530325	0.03265940902021773	0.0	0.0	0.0	0.0	0.0	0.004665629860031105	0.0	0.0023328149300155523	0.0007776049766718507	0.0015552099533437014	0.007776049766718507	0.0	0.0	0.0007776049766718507	0.0	0.0	0.0	0.0	0.008553654743390357	0.0023328149300155523	0.005443234836702955	0.0007776049766718507	0.004665629860031105	0.0	0.0	0.0	0.0	0.0	0.9135155081748962
chr1:150967520-150968812(-)_ENST00000561294	0.9980806112289428	0.9822088479995728	chr1:150968083-150968174	CTRL	0.003869969040247678	0.0	0.0007739938080495357	0.0	0.009287925696594427	0.0	0.0	0.039473684210526314	0.03869969040247678	0.02786377708978328	0.0007739938080495357	0.0007739938080495357	0.0	0.0	0.0	0.0046439628482972135	0.0	0.0030959752321981426	0.0015479876160990713	0.003869969040247678	0.005417956656346749	0.0	0.0	0.0	0.0	0.0	0.0007739938080495357	0.0	0.009287925696594427	0.003869969040247678	0.0046439628482972135	0.0	0.006191950464396285	0.0	0.0	0.0	0.0	0.0007739938080495357	0.5264276638627051
chr19:7644314-7645606(+)_ENST00000597068	0.9477077722549438	0.9431943893432616	chr19:7644879-7644934	CTRL	0.003869969040247678	0.0	0.0007739938080495357	0.0	0.006191950464396285	0.0	0.0	0.04102167182662539	0.03560371517027864	0.047987616099071206	0.0	0.0007739938080495357	0.0	0.0	0.0	0.00696594427244582	0.0	0.0015479876160990713	0.0007739938080495357	0.003869969040247678	0.003869969040247678	0.0	0.0	0.0	0.0	0.0	0.0023219814241486067	0.0007739938080495357	0.010061919504643963	0.005417956656346749	0.0015479876160990713	0.0	0.01238390092879257	0.0	0.0	0.0	0.0	0.0	0.5007295906543732
chr17:28359851-28361147(+)_ENST00000555264	0.8469145894050598	0.8951098322868347	chr17:28360529-28360576	CTRL	0.0023148148148148147	0.0007716049382716049	0.0	0.0	0.005401234567901234	0.0015432098765432098	0.0007716049382716049	0.02700617283950617	0.020833333333333332	0.02700617283950617	0.0	0.0007716049382716049	0.0	0.0	0.0	0.005401234567901234	0.0007716049382716049	0.0007716049382716049	0.0	0.0030864197530864196	0.015432098765432098	0.0	0.0	0.0	0.0	0.0	0.0015432098765432098	0.0	0.005401234567901234	0.006944444444444444	0.0015432098765432098	0.0	0.006944444444444444	0.0	0.0038580246913580245	0.0	0.0015432098765432098	0.0007716049382716049	0.5944406390190125
chr10:119791217-119792513(+)_ENST00000650623	0.9646868705749512	0.8516011238098145	chr10:119791869-119792036	CTRL	0.0007716049382716049	0.0	0.0	0.0	0.0023148148148148147	0.0	0.0007716049382716049	0.006944444444444444	0.008487654320987654	0.023919753086419752	0.0	0.0	0.0	0.0007716049382716049	0.0007716049382716049	0.0030864197530864196	0.0	0.0007716049382716049	0.0015432098765432098	0.0007716049382716049	0.005401234567901234	0.0015432098765432098	0.0	0.0007716049382716049	0.0	0.0	0.0007716049382716049	0.0	0.005401234567901234	0.007716049382716049	0.0015432098765432098	0.0	0.006172839506172839	0.0	0.0015432098765432098	0.0	0.0	0.0	0.9395613968372346
chr2:74471682-74472980(-)_ENST00000258105	0.9961597323417664	0.9830418825149536	chr2:74472358-74472470	CTRL	0.0015408320493066256	0.0	0.0007704160246533128	0.0	0.003852080123266564	0.0007704160246533128	0.0	0.006933744221879815	0.007704160246533128	0.023112480739599383	0.0	0.0	0.0	0.0	0.0	0.0023112480739599386	0.0	0.0015408320493066256	0.0	0.0015408320493066256	0.004622496147919877	0.0007704160246533128	0.0	0.0	0.0007704160246533128	0.0	0.0	0.0	0.003852080123266564	0.00539291217257319	0.003852080123266564	0.0	0.006933744221879815	0.0	0.003852080123266564	0.0	0.0007704160246533128	0.0	0.9482054114341736
chr7:44572047-44573350(-)_ENST00000446987	0.9985358119010924	0.9741395711898804	chr7:44572563-44572744	CTRL	0.0023023791250959325	0.0	0.0	0.0	0.011511895625479662	0.0015349194167306216	0.0	0.023791250959324637	0.01918649270913277	0.01918649270913277	0.0	0.0	0.0	0.0	0.0007674597083653108	0.0061396776669224865	0.0	0.0023023791250959325	0.0	0.0007674597083653108	0.00920951650038373	0.0	0.0	0.0015349194167306216	0.0	0.0	0.0015349194167306216	0.0	0.010744435917114352	0.0061396776669224865	0.0015349194167306216	0.0007674597083653108	0.00920951650038373	0.0007674597083653108	0.0007674597083653108	0.0	0.0015349194167306216	0.0	0.9817205369472504
chr16:69748618-69749930(-)_ENST00000268802	0.9043167233467102	0.9866682887077332	chr16:69749213-69749338	CTRL	0.0022865853658536584	0.0	0.0	0.0	0.006859756097560976	0.0	0.0022865853658536584	0.012195121951219513	0.010670731707317074	0.021341463414634148	0.0	0.0007621951219512195	0.0	0.0	0.0	0.005335365853658537	0.0	0.0007621951219512195	0.0	0.0	0.007621951219512195	0.0	0.0	0.0	0.001524390243902439	0.0	0.0	0.0	0.008384146341463415	0.009908536585365854	0.003048780487804878	0.0007621951219512195	0.008384146341463415	0.0	0.0038109756097560975	0.0	0.0007621951219512195	0.0007621951219512195	0.9333426058292389
chr1:32221603-32222930(+)_ENST00000677701	0.7022594809532166	0.982596516609192	chr1:32222358-32222444	CTRL	0.0007535795026375283	0.0	0.0	0.0	0.006028636021100226	0.0007535795026375283	0.0	0.027882441597588545	0.024868123587038434	0.024114544084400905	0.0	0.0	0.0	0.0	0.0	0.002260738507912585	0.0	0.002260738507912585	0.0	0.0007535795026375283	0.00452147701582517	0.0	0.0	0.0007535795026375283	0.0	0.0	0.0007535795026375283	0.0007535795026375283	0.007535795026375283	0.007535795026375283	0.0007535795026375283	0.0015071590052750565	0.012057272042200452	0.0	0.0	0.0	0.0	0.0	0.6459169387817383
chr3:49685762-49687102(-)_ENST00000449682	0.9878336191177368	0.3332874178886413	chr3:49686313-49686481	CTRL	0.0007462686567164179	0.0	0.0	0.0007462686567164179	0.006716417910447761	0.0	0.0	0.026865671641791045	0.023880597014925373	0.014925373134328358	0.0	0.0	0.0	0.0	0.0	0.0007462686567164179	0.0	0.0014925373134328358	0.0007462686567164179	0.0007462686567164179	0.002238805970149254	0.0	0.0	0.0	0.0007462686567164179	0.0	0.0	0.0	0.008208955223880597	0.004477611940298508	0.0007462686567164179	0.0007462686567164179	0.004477611940298508	0.0	0.0	0.0	0.0	0.0007462686567164179	0.18507693707942963
chr7:44115466-44116810(-)_ENST00000610533	0.9713830947875975	0.9783142805099488	chr7:44116115-44116272	CTRL	0.001488095238095238	0.000744047619047619	0.0	0.0	0.00818452380952381	0.0	0.000744047619047619	0.03050595238095238	0.02976190476190476	0.03050595238095238	0.0	0.0	0.0	0.0	0.0	0.002232142857142857	0.0	0.002232142857142857	0.0	0.002232142857142857	0.003720238095238095	0.0	0.000744047619047619	0.0	0.0	0.0	0.0	0.0	0.011904761904761904	0.005208333333333333	0.004464285714285714	0.0	0.011160714285714286	0.0	0.0	0.0	0.0	0.000744047619047619	0.971233606338501
chr22:50281266-50282613(-)_ENST00000359337	0.9168556332588196	0.9794824719429016	chr22:50281854-50282081	CTRL	0.0014847809948032665	0.0	0.0	0.0	0.004454342984409799	0.0	0.0	0.017074981440237565	0.011135857461024499	0.028210838901262063	0.0014847809948032665	0.0014847809948032665	0.0	0.0	0.0	0.004454342984409799	0.0007423904974016332	0.0007423904974016332	0.0	0.0022271714922048997	0.0014847809948032665	0.0	0.0	0.0	0.0	0.0	0.0014847809948032665	0.0	0.008166295471417966	0.011135857461024499	0.002969561989606533	0.0	0.003711952487008166	0.0	0.0	0.0	0.0	0.0	0.9756199419498444
chr9:33467094-33468445(-)_ENST00000297990	0.8138430714607239	0.9484617114067078	chr9:33467691-33467868	CTRL	0.0029607698001480384	0.0	0.0	0.0	0.007401924500370096	0.0007401924500370096	0.0	0.025906735751295335	0.023686158401184307	0.033308660251665435	0.0007401924500370096	0.0	0.0	0.0	0.0	0.003700962250185048	0.0	0.0022205773501110288	0.0014803849000740192	0.0022205773501110288	0.005921539600296077	0.0	0.0	0.0007401924500370096	0.0	0.0	0.0014803849000740192	0.0	0.009622501850481125	0.008882309400444115	0.0014803849000740192	0.0014803849000740192	0.008142116950407105	0.0	0.0	0.0	0.0	0.0	0.9955398142337799
